Edad,Atricion,ViajeTrabajo,PagaDiaria,Departamento,DistanciaCasa,NivelEducacion,CampoEducacion,SatisfaccionConEntorno,Genero,SalarioHora,InvolucracionTrabajo,NivelTrabajo,PuestoTrabajo,SatisfaccionTrabajo,EstadoCivil,IngresosMensuales,MonthlyRate,NumCompaniasTrabajadas,TrabajoFueraDeHora,IncrementoPorcentualSalario,PerformanceTrabajo,SatisfaccionRelacion,AniosTotalesTrabajo,EntrenamientoUltimoAnio,BalanceVidaTrabajo,AniosEnCompania,AniosPuestoActual,AniosDesdeUltimoAscenso,AniosJefeActual
51,No,Poco_Frecuente,1169,Manufacturacion,7,4,Otro,2,Femenino,34,2,2,Manufacturador,3,Casado,6132,13983,2,No,17,3,3,10,2,3,1,0,0,0
56,No,Poco_Frecuente,713,Manufacturacion,8,3,Otro,3,Femenino,67,3,1,Manufacturador,1,Divorciado,4257,13939,4,Si,18,3,3,19,3,3,2,2,2,2
56,No,Poco_Frecuente,713,Manufacturacion,8,3,Otro,3,Femenino,67,3,1,Manufacturador,1,Divorciado,4257,13939,4,Si,18,3,3,19,3,3,2,2,2,2
56,No,Poco_Frecuente,713,Manufacturacion,8,3,Otro,3,Femenino,67,3,1,Manufacturador,1,Divorciado,4257,13939,4,Si,18,3,3,19,3,3,2,2,2,2
56,No,Poco_Frecuente,713,Manufacturacion,8,3,Otro,3,Femenino,67,3,1,Manufacturador,1,Divorciado,4257,13939,4,Si,18,3,3,19,3,3,2,2,2,2
56,No,Poco_Frecuente,713,Manufacturacion,8,3,Otro,3,Femenino,67,3,1,Manufacturador,1,Divorciado,4257,13939,4,Si,18,3,3,19,3,3,2,2,2,2
54,No,NoFrecuente,142,Recursos Humanos,26,3,Recursos Humanos,4,Femenino,30,4,4,Jefe RRHH,4,Soltero,17328,13871,2,Si,12,3,3,23,3,3,5,3,4,4
54,No,NoFrecuente,142,Recursos Humanos,26,3,Recursos Humanos,4,Femenino,30,4,4,Jefe RRHH,4,Soltero,17328,13871,2,Si,12,3,3,23,3,3,5,3,4,4
54,No,NoFrecuente,142,Recursos Humanos,26,3,Recursos Humanos,4,Femenino,30,4,4,Jefe RRHH,4,Soltero,17328,13871,2,Si,12,3,3,23,3,3,5,3,4,4
54,No,NoFrecuente,142,Recursos Humanos,26,3,Recursos Humanos,4,Femenino,30,4,4,Jefe RRHH,4,Soltero,17328,13871,2,Si,12,3,3,23,3,3,5,3,4,4
54,No,NoFrecuente,142,Recursos Humanos,26,3,Recursos Humanos,4,Femenino,30,4,4,Jefe RRHH,4,Soltero,17328,13871,2,Si,12,3,3,23,3,3,5,3,4,4
27,No,Poco_Frecuente,1157,Manufacturacion,17,3,Otro,3,Femenino,51,3,1,Manufacturador,2,Casado,3058,13364,0,Si,16,3,4,6,3,2,5,2,1,1
27,No,Poco_Frecuente,1157,Manufacturacion,17,3,Otro,3,Femenino,51,3,1,Manufacturador,2,Casado,3058,13364,0,Si,16,3,4,6,3,2,5,2,1,1
27,No,Poco_Frecuente,1157,Manufacturacion,17,3,Otro,3,Femenino,51,3,1,Manufacturador,2,Casado,3058,13364,0,Si,16,3,4,6,3,2,5,2,1,1
36,No,Poco_Frecuente,852,Investigacion & Desarrollo,5,4,Ciencias,2,Femenino,82,2,1,Tecnico Laboratorio,1,Casado,3419,13072,9,Si,14,3,4,6,3,4,1,1,0,0
36,No,Poco_Frecuente,852,Investigacion & Desarrollo,5,4,Ciencias,2,Femenino,82,2,1,Tecnico Laboratorio,1,Casado,3419,13072,9,Si,14,3,4,6,3,4,1,1,0,0
36,No,Poco_Frecuente,852,Investigacion & Desarrollo,5,4,Ciencias,2,Femenino,82,2,1,Tecnico Laboratorio,1,Casado,3419,13072,9,Si,14,3,4,6,3,4,1,1,0,0
36,No,Poco_Frecuente,852,Investigacion & Desarrollo,5,4,Ciencias,2,Femenino,82,2,1,Tecnico Laboratorio,1,Casado,3419,13072,9,Si,14,3,4,6,3,4,1,1,0,0
36,No,Poco_Frecuente,852,Investigacion & Desarrollo,5,4,Ciencias,2,Femenino,82,2,1,Tecnico Laboratorio,1,Casado,3419,13072,9,Si,14,3,4,6,3,4,1,1,0,0
38,No,Poco_Frecuente,702,Ventas,1,4,Ciencias,1,Femenino,59,2,2,Ejecutivo Ventas,4,Soltero,8686,12930,4,No,22,4,3,12,2,4,8,3,0,7
38,No,Poco_Frecuente,702,Ventas,1,4,Ciencias,1,Femenino,59,2,2,Ejecutivo Ventas,4,Soltero,8686,12930,4,No,22,4,3,12,2,4,8,3,0,7
38,No,Poco_Frecuente,702,Ventas,1,4,Ciencias,1,Femenino,59,2,2,Ejecutivo Ventas,4,Soltero,8686,12930,4,No,22,4,3,12,2,4,8,3,0,7
29,No,Poco_Frecuente,153,Recursos Humanos,15,2,Ciencias,4,Femenino,49,2,2,Recursos Humanos,3,Soltero,4193,12682,0,Si,12,3,4,10,3,3,9,5,0,8
29,No,Poco_Frecuente,153,Recursos Humanos,15,2,Ciencias,4,Femenino,49,2,2,Recursos Humanos,3,Soltero,4193,12682,0,Si,12,3,4,10,3,3,9,5,0,8
34,No,Poco_Frecuente,1153,Manufacturacion,1,2,Medicina,1,Masculino,94,3,2,Director Manufacturacion,2,Casado,4325,17736,1,No,15,3,3,5,2,3,5,2,1,3
34,No,Poco_Frecuente,1153,Manufacturacion,1,2,Medicina,1,Masculino,94,3,2,Director Manufacturacion,2,Casado,4325,17736,1,No,15,3,3,5,2,3,5,2,1,3
34,No,Poco_Frecuente,1153,Manufacturacion,1,2,Medicina,1,Masculino,94,3,2,Director Manufacturacion,2,Casado,4325,17736,1,No,15,3,3,5,2,3,5,2,1,3
34,No,Poco_Frecuente,1153,Manufacturacion,1,2,Medicina,1,Masculino,94,3,2,Director Manufacturacion,2,Casado,4325,17736,1,No,15,3,3,5,2,3,5,2,1,3
34,No,Poco_Frecuente,1153,Manufacturacion,1,2,Medicina,1,Masculino,94,3,2,Director Manufacturacion,2,Casado,4325,17736,1,No,15,3,3,5,2,3,5,2,1,3
29,No,NoFrecuente,1496,Manufacturacion,1,1,Otro,4,Masculino,41,3,2,Manufacturador,3,Casado,4319,26283,1,No,13,3,1,10,1,3,10,7,0,9
29,No,NoFrecuente,1496,Manufacturacion,1,1,Otro,4,Masculino,41,3,2,Manufacturador,3,Casado,4319,26283,1,No,13,3,1,10,1,3,10,7,0,9
29,No,NoFrecuente,1496,Manufacturacion,1,1,Otro,4,Masculino,41,3,2,Manufacturador,3,Casado,4319,26283,1,No,13,3,1,10,1,3,10,7,0,9
29,No,NoFrecuente,1496,Manufacturacion,1,1,Otro,4,Masculino,41,3,2,Manufacturador,3,Casado,4319,26283,1,No,13,3,1,10,1,3,10,7,0,9
29,No,NoFrecuente,1496,Manufacturacion,1,1,Otro,4,Masculino,41,3,2,Manufacturador,3,Casado,4319,26283,1,No,13,3,1,10,1,3,10,7,0,9
29,No,Poco_Frecuente,153,Recursos Humanos,15,2,Ciencias,4,Femenino,49,2,2,Recursos Humanos,3,Soltero,4193,12682,0,Si,12,3,4,10,3,3,9,5,0,8
29,No,Poco_Frecuente,153,Recursos Humanos,15,2,Ciencias,4,Femenino,49,2,2,Recursos Humanos,3,Soltero,4193,12682,0,Si,12,3,4,10,3,3,9,5,0,8
29,No,Poco_Frecuente,153,Recursos Humanos,15,2,Ciencias,4,Femenino,49,2,2,Recursos Humanos,3,Soltero,4193,12682,0,Si,12,3,4,10,3,3,9,5,0,8
34,No,Poco_Frecuente,665,Investigacion & Desarrollo,6,4,Otro,1,Femenino,41,3,2,Tecnico Informatica,3,Soltero,4809,12482,1,No,14,3,3,16,3,3,16,13,2,10
34,No,Poco_Frecuente,665,Investigacion & Desarrollo,6,4,Otro,1,Femenino,41,3,2,Tecnico Informatica,3,Soltero,4809,12482,1,No,14,3,3,16,3,3,16,13,2,10
35,No,Poco_Frecuente,776,Ventas,1,4,Marketing,3,Masculino,32,2,2,Ejecutivo Ventas,1,Soltero,4312,23016,0,No,14,3,2,16,2,3,15,13,2,8
35,No,Poco_Frecuente,776,Ventas,1,4,Marketing,3,Masculino,32,2,2,Ejecutivo Ventas,1,Soltero,4312,23016,0,No,14,3,2,16,2,3,15,13,2,8
35,No,Poco_Frecuente,776,Ventas,1,4,Marketing,3,Masculino,32,2,2,Ejecutivo Ventas,1,Soltero,4312,23016,0,No,14,3,2,16,2,3,15,13,2,8
35,No,Poco_Frecuente,776,Ventas,1,4,Marketing,3,Masculino,32,2,2,Ejecutivo Ventas,1,Soltero,4312,23016,0,No,14,3,2,16,2,3,15,13,2,8
35,No,Poco_Frecuente,776,Ventas,1,4,Marketing,3,Masculino,32,2,2,Ejecutivo Ventas,1,Soltero,4312,23016,0,No,14,3,2,16,2,3,15,13,2,8
34,No,Poco_Frecuente,665,Investigacion & Desarrollo,6,4,Otro,1,Femenino,41,3,2,Tecnico Informatica,3,Soltero,4809,12482,1,No,14,3,3,16,3,3,16,13,2,10
34,No,Poco_Frecuente,665,Investigacion & Desarrollo,6,4,Otro,1,Femenino,41,3,2,Tecnico Informatica,3,Soltero,4809,12482,1,No,14,3,3,16,3,3,16,13,2,10
34,No,Poco_Frecuente,665,Investigacion & Desarrollo,6,4,Otro,1,Femenino,41,3,2,Tecnico Informatica,3,Soltero,4809,12482,1,No,14,3,3,16,3,3,16,13,2,10
58,No,Poco_Frecuente,1145,Manufacturacion,9,3,Otro,2,Femenino,75,2,1,Manufacturador,2,Casado,3346,11873,4,Si,20,4,2,9,3,2,1,0,0,0
58,No,Poco_Frecuente,1145,Manufacturacion,9,3,Otro,2,Femenino,75,2,1,Manufacturador,2,Casado,3346,11873,4,Si,20,4,2,9,3,2,1,0,0,0
28,No,NoFrecuente,120,Ventas,4,3,Medicina,2,Masculino,43,3,2,Ejecutivo Ventas,3,Casado,4221,8863,1,No,15,3,2,5,3,4,5,4,0,4
28,No,NoFrecuente,120,Ventas,4,3,Medicina,2,Masculino,43,3,2,Ejecutivo Ventas,3,Casado,4221,8863,1,No,15,3,2,5,3,4,5,4,0,4
28,No,NoFrecuente,120,Ventas,4,3,Medicina,2,Masculino,43,3,2,Ejecutivo Ventas,3,Casado,4221,8863,1,No,15,3,2,5,3,4,5,4,0,4
28,No,NoFrecuente,120,Ventas,4,3,Medicina,2,Masculino,43,3,2,Ejecutivo Ventas,3,Casado,4221,8863,1,No,15,3,2,5,3,4,5,4,0,4
58,No,Poco_Frecuente,1145,Manufacturacion,9,3,Otro,2,Femenino,75,2,1,Manufacturador,2,Casado,3346,11873,4,Si,20,4,2,9,3,2,1,0,0,0
58,No,Poco_Frecuente,1145,Manufacturacion,9,3,Otro,2,Femenino,75,2,1,Manufacturador,2,Casado,3346,11873,4,Si,20,4,2,9,3,2,1,0,0,0
58,No,Poco_Frecuente,1145,Manufacturacion,9,3,Otro,2,Femenino,75,2,1,Manufacturador,2,Casado,3346,11873,4,Si,20,4,2,9,3,2,1,0,0,0
32,No,Viaje_Frecuente,1005,Recursos Humanos,2,2,Ciencias,4,Femenino,79,3,1,Recursos Humanos,4,Soltero,3068,11864,0,No,13,3,3,8,2,2,7,7,3,6
32,No,Viaje_Frecuente,1005,Recursos Humanos,2,2,Ciencias,4,Femenino,79,3,1,Recursos Humanos,4,Soltero,3068,11864,0,No,13,3,3,8,2,2,7,7,3,6
32,No,Viaje_Frecuente,1005,Recursos Humanos,2,2,Ciencias,4,Femenino,79,3,1,Recursos Humanos,4,Soltero,3068,11864,0,No,13,3,3,8,2,2,7,7,3,6
32,No,Viaje_Frecuente,1005,Recursos Humanos,2,2,Ciencias,4,Femenino,79,3,1,Recursos Humanos,4,Soltero,3068,11864,0,No,13,3,3,8,2,2,7,7,3,6
32,No,Viaje_Frecuente,1005,Recursos Humanos,2,2,Ciencias,4,Femenino,79,3,1,Recursos Humanos,4,Soltero,3068,11864,0,No,13,3,3,8,2,2,7,7,3,6
27,No,Poco_Frecuente,894,Manufacturacion,9,3,Otro,4,Femenino,99,3,1,Manufacturador,2,Soltero,2279,11781,1,No,16,3,4,7,2,2,7,7,0,3
27,No,Poco_Frecuente,894,Manufacturacion,9,3,Otro,4,Femenino,99,3,1,Manufacturador,2,Soltero,2279,11781,1,No,16,3,4,7,2,2,7,7,0,3
27,No,Poco_Frecuente,894,Manufacturacion,9,3,Otro,4,Femenino,99,3,1,Manufacturador,2,Soltero,2279,11781,1,No,16,3,4,7,2,2,7,7,0,3
27,No,Poco_Frecuente,894,Manufacturacion,9,3,Otro,4,Femenino,99,3,1,Manufacturador,2,Soltero,2279,11781,1,No,16,3,4,7,2,2,7,7,0,3
27,No,Poco_Frecuente,894,Manufacturacion,9,3,Otro,4,Femenino,99,3,1,Manufacturador,2,Soltero,2279,11781,1,No,16,3,4,7,2,2,7,7,0,3
34,No,Viaje_Frecuente,303,Ventas,2,4,Marketing,3,Femenino,75,3,1,Representante Ventas,3,Casado,2231,11314,6,No,18,3,4,6,3,3,4,3,1,2
34,No,Viaje_Frecuente,303,Ventas,2,4,Marketing,3,Femenino,75,3,1,Representante Ventas,3,Casado,2231,11314,6,No,18,3,4,6,3,3,4,3,1,2
34,No,Viaje_Frecuente,303,Ventas,2,4,Marketing,3,Femenino,75,3,1,Representante Ventas,3,Casado,2231,11314,6,No,18,3,4,6,3,3,4,3,1,2
30,No,Poco_Frecuente,288,Manufacturacion,2,3,Ciencias,3,Masculino,99,2,2,Representante Sanitario,4,Casado,4152,15830,1,No,19,3,1,11,3,3,11,10,10,8
30,No,Poco_Frecuente,288,Manufacturacion,2,3,Ciencias,3,Masculino,99,2,2,Representante Sanitario,4,Casado,4152,15830,1,No,19,3,1,11,3,3,11,10,10,8
30,No,Poco_Frecuente,288,Manufacturacion,2,3,Ciencias,3,Masculino,99,2,2,Representante Sanitario,4,Casado,4152,15830,1,No,19,3,1,11,3,3,11,10,10,8
30,No,Poco_Frecuente,288,Manufacturacion,2,3,Ciencias,3,Masculino,99,2,2,Representante Sanitario,4,Casado,4152,15830,1,No,19,3,1,11,3,3,11,10,10,8
30,No,Poco_Frecuente,288,Manufacturacion,2,3,Ciencias,3,Masculino,99,2,2,Representante Sanitario,4,Casado,4152,15830,1,No,19,3,1,11,3,3,11,10,10,8
34,No,Viaje_Frecuente,303,Ventas,2,4,Marketing,3,Femenino,75,3,1,Representante Ventas,3,Casado,2231,11314,6,No,18,3,4,6,3,3,4,3,1,2
34,No,Viaje_Frecuente,303,Ventas,2,4,Marketing,3,Masculino,75,3,1,Representante Ventas,3,Casado,2231,11314,6,No,18,3,4,6,3,3,4,3,1,2
30,No,NoFrecuente,111,Manufacturacion,9,3,Diploma Tecnico,3,Masculino,66,3,2,Manufacturador,1,Divorciado,3072,11012,1,No,11,3,3,12,4,3,12,9,6,10
30,No,NoFrecuente,111,Manufacturacion,9,3,Diploma Tecnico,3,Masculino,66,3,2,Manufacturador,1,Divorciado,3072,11012,1,No,11,3,3,12,4,3,12,9,6,10
30,No,NoFrecuente,111,Manufacturacion,9,3,Diploma Tecnico,3,Masculino,66,3,2,Manufacturador,1,Divorciado,3072,11012,1,No,11,3,3,12,4,3,12,9,6,10
30,No,NoFrecuente,111,Manufacturacion,9,3,Diploma Tecnico,3,Masculino,66,3,2,Manufacturador,1,Divorciado,3072,11012,1,No,11,3,3,12,4,3,12,9,6,10
30,No,NoFrecuente,111,Manufacturacion,9,3,Diploma Tecnico,3,Masculino,66,3,2,Manufacturador,1,Divorciado,3072,11012,1,No,11,3,3,12,4,3,12,9,6,10
30,No,Viaje_Frecuente,721,Recursos Humanos,1,2,Medicina,3,Masculino,58,3,2,Marketing,4,Soltero,4011,10781,1,No,23,4,4,12,2,3,12,8,3,7
30,No,Viaje_Frecuente,721,Recursos Humanos,1,2,Medicina,3,Masculino,58,3,2,Marketing,4,Soltero,4011,10781,1,No,23,4,4,12,2,3,12,8,3,7
30,No,Viaje_Frecuente,721,Recursos Humanos,1,2,Medicina,3,Masculino,58,3,2,Marketing,4,Soltero,4011,10781,1,No,23,4,4,12,2,3,12,8,3,7
30,No,Viaje_Frecuente,721,Recursos Humanos,1,2,Medicina,3,Masculino,58,3,2,Marketing,4,Soltero,4011,10781,1,No,23,4,4,12,2,3,12,8,3,7
30,No,Viaje_Frecuente,721,Recursos Humanos,1,2,Medicina,3,Masculino,58,3,2,Marketing,4,Soltero,4011,10781,1,No,23,4,4,12,2,3,12,8,3,7
53,No,Poco_Frecuente,1282,Investigacion & Desarrollo,5,3,Otro,3,Masculino,58,3,5,Jefe Area,3,Divorciado,19094,10735,4,No,11,3,4,26,3,2,14,13,4,8
53,No,Poco_Frecuente,1282,Investigacion & Desarrollo,5,3,Otro,3,Femenino,58,3,5,Jefe Area,3,Divorciado,19094,10735,4,No,11,3,4,26,3,2,14,13,4,8
30,No,Poco_Frecuente,201,Manufacturacion,5,3,Otro,4,Femenino,84,3,1,Manufacturador,1,Divorciado,3204,10415,5,No,14,3,4,8,3,3,3,2,2,2
38,No,Poco_Frecuente,371,Investigacion & Desarrollo,2,3,Ciencias,4,Masculino,45,3,1,Investigador,4,Soltero,3944,4306,5,Si,11,3,3,6,3,3,3,2,1,2
38,No,Poco_Frecuente,371,Investigacion & Desarrollo,2,3,Ciencias,4,Masculino,45,3,1,Investigador,4,Soltero,3944,4306,5,Si,11,3,3,6,3,3,3,2,1,2
38,No,Poco_Frecuente,371,Investigacion & Desarrollo,2,3,Ciencias,4,Masculino,45,3,1,Investigador,4,Soltero,3944,4306,5,Si,11,3,3,6,3,3,3,2,1,2
38,No,Poco_Frecuente,371,Investigacion & Desarrollo,2,3,Ciencias,4,Masculino,45,3,1,Investigador,4,Soltero,3944,4306,5,Si,11,3,3,6,3,3,3,2,1,2
38,No,Poco_Frecuente,371,Investigacion & Desarrollo,2,3,Ciencias,4,Masculino,45,3,1,Investigador,4,Soltero,3944,4306,5,Si,11,3,3,6,3,3,3,2,1,2
30,No,Poco_Frecuente,201,Manufacturacion,5,3,Otro,4,Femenino,84,3,1,Manufacturador,1,Divorciado,3204,10415,5,No,14,3,4,8,3,3,3,2,2,2
30,No,Poco_Frecuente,201,Manufacturacion,5,3,Otro,4,Femenino,84,3,1,Manufacturador,1,Divorciado,3204,10415,5,No,14,3,4,8,3,3,3,2,2,2
30,No,Poco_Frecuente,201,Manufacturacion,5,3,Otro,4,Femenino,84,3,1,Manufacturador,1,Divorciado,3204,10415,5,No,14,3,4,8,3,3,3,2,2,2
30,No,Poco_Frecuente,201,Manufacturacion,5,3,Otro,4,Femenino,84,3,1,Manufacturador,1,Divorciado,3204,10415,5,No,14,3,4,8,3,3,3,2,2,2
32,Si,Poco_Frecuente,1033,Manufacturacion,9,3,Diploma Tecnico,1,Femenino,41,3,1,Manufacturador,1,Soltero,4200,10224,7,No,22,4,1,10,2,4,5,4,0,4
32,Si,Poco_Frecuente,1033,Manufacturacion,9,3,Diploma Tecnico,1,Femenino,41,3,1,Manufacturador,1,Soltero,4200,10224,7,No,22,4,1,10,2,4,5,4,0,4
32,Si,Poco_Frecuente,1033,Manufacturacion,9,3,Diploma Tecnico,1,Femenino,41,3,1,Manufacturador,1,Soltero,4200,10224,7,No,22,4,1,10,2,4,5,4,0,4
32,Si,Poco_Frecuente,1033,Manufacturacion,9,3,Diploma Tecnico,1,Femenino,41,3,1,Manufacturador,1,Soltero,4200,10224,7,No,22,4,1,10,2,4,5,4,0,4
32,Si,Poco_Frecuente,1033,Manufacturacion,9,3,Diploma Tecnico,1,Femenino,41,3,1,Manufacturador,1,Soltero,4200,10224,7,No,22,4,1,10,2,4,5,4,0,4
29,No,Poco_Frecuente,1389,Manufacturacion,21,4,Ciencias,2,Femenino,51,4,3,Director Manufacturacion,1,Divorciado,9980,10195,1,No,11,3,3,10,1,3,10,9,8,8
50,No,Poco_Frecuente,328,Manufacturacion,1,3,Otro,3,Masculino,86,2,1,Manufacturador,3,Casado,3690,3425,2,No,15,3,4,5,2,2,3,2,0,2
50,No,Poco_Frecuente,328,Manufacturacion,1,3,Otro,3,Masculino,86,2,1,Manufacturador,3,Casado,3690,3425,2,No,15,3,4,5,2,2,3,2,0,2
50,No,Poco_Frecuente,328,Manufacturacion,1,3,Otro,3,Masculino,86,2,1,Manufacturador,3,Casado,3690,3425,2,No,15,3,4,5,2,2,3,2,0,2
50,No,Poco_Frecuente,328,Manufacturacion,1,3,Otro,3,Masculino,86,2,1,Manufacturador,3,Casado,3690,3425,2,No,15,3,4,5,2,2,3,2,0,2
50,No,Poco_Frecuente,328,Manufacturacion,1,3,Otro,3,Masculino,86,2,1,Manufacturador,3,Casado,3690,3425,2,No,15,3,4,5,2,2,3,2,0,2
37,No,Poco_Frecuente,290,Manufacturacion,21,3,Otro,2,Masculino,65,4,1,Manufacturador,1,Casado,3564,22977,1,Si,12,3,1,8,3,2,8,7,1,7
37,No,Poco_Frecuente,290,Manufacturacion,21,3,Otro,2,Masculino,65,4,1,Manufacturador,1,Casado,3564,22977,1,Si,12,3,1,8,3,2,8,7,1,7
37,No,Poco_Frecuente,290,Manufacturacion,21,3,Otro,2,Masculino,65,4,1,Manufacturador,1,Casado,3564,22977,1,Si,12,3,1,8,3,2,8,7,1,7
37,No,Poco_Frecuente,290,Manufacturacion,21,3,Otro,2,Masculino,65,4,1,Manufacturador,1,Casado,3564,22977,1,Si,12,3,1,8,3,2,8,7,1,7
37,No,Poco_Frecuente,290,Manufacturacion,21,3,Otro,2,Masculino,65,4,1,Manufacturador,1,Casado,3564,22977,1,Si,12,3,1,8,3,2,8,7,1,7
27,No,Poco_Frecuente,591,Recursos Humanos,2,1,Medicina,1,Masculino,40,3,1,Recursos Humanos,2,Casado,3468,16632,9,No,12,3,4,6,3,3,2,2,2,2
27,No,Poco_Frecuente,591,Recursos Humanos,2,1,Medicina,1,Masculino,40,3,1,Recursos Humanos,2,Casado,3468,16632,9,No,12,3,4,6,3,3,2,2,2,2
27,No,Poco_Frecuente,591,Recursos Humanos,2,1,Medicina,1,Masculino,40,3,1,Recursos Humanos,2,Casado,3468,16632,9,No,12,3,4,6,3,3,2,2,2,2
27,No,Poco_Frecuente,591,Recursos Humanos,2,1,Medicina,1,Masculino,40,3,1,Recursos Humanos,2,Casado,3468,16632,9,No,12,3,4,6,3,3,2,2,2,2
27,No,Poco_Frecuente,591,Recursos Humanos,2,1,Medicina,1,Masculino,40,3,1,Recursos Humanos,2,Casado,3468,16632,9,No,12,3,4,6,3,3,2,2,2,2
45,No,Poco_Frecuente,1316,Manufacturacion,29,3,Otro,3,Masculino,83,3,1,Manufacturador,4,Soltero,3452,9752,5,No,13,3,2,9,2,2,6,5,0,3
45,No,Poco_Frecuente,1316,Manufacturacion,29,3,Otro,3,Masculino,83,3,1,Manufacturador,4,Soltero,3452,9752,5,No,13,3,2,9,2,2,6,5,0,3
45,No,Poco_Frecuente,1316,Manufacturacion,29,3,Otro,3,Masculino,83,3,1,Manufacturador,4,Soltero,3452,9752,5,No,13,3,2,9,2,2,6,5,0,3
45,No,Poco_Frecuente,1316,Manufacturacion,29,3,Otro,3,Masculino,83,3,1,Manufacturador,4,Soltero,3452,9752,5,No,13,3,2,9,2,2,6,5,0,3
45,No,Poco_Frecuente,1316,Manufacturacion,29,3,Otro,3,Masculino,83,3,1,Manufacturador,4,Soltero,3452,9752,5,No,13,3,2,9,2,2,6,5,0,3
28,Si,Poco_Frecuente,1434,Manufacturacion,5,4,Diploma Tecnico,3,Masculino,50,3,1,Manufacturador,3,Soltero,3441,11179,1,Si,13,3,3,2,3,2,2,2,2,2
28,Si,Poco_Frecuente,1434,Manufacturacion,5,4,Diploma Tecnico,3,Masculino,50,3,1,Manufacturador,3,Soltero,3441,11179,1,Si,13,3,3,2,3,2,2,2,2,2
28,Si,Poco_Frecuente,1434,Manufacturacion,5,4,Diploma Tecnico,3,Masculino,50,3,1,Manufacturador,3,Soltero,3441,11179,1,Si,13,3,3,2,3,2,2,2,2,2
28,Si,Poco_Frecuente,1434,Manufacturacion,5,4,Diploma Tecnico,3,Masculino,50,3,1,Manufacturador,3,Soltero,3441,11179,1,Si,13,3,3,2,3,2,2,2,2,2
28,Si,Poco_Frecuente,1434,Manufacturacion,5,4,Diploma Tecnico,3,Masculino,50,3,1,Manufacturador,3,Soltero,3441,11179,1,Si,13,3,3,2,3,2,2,2,2,2
29,No,Poco_Frecuente,1389,Manufacturacion,21,4,Ciencias,2,Femenino,51,4,3,Director Manufacturacion,1,Divorciado,9980,10195,1,No,11,3,3,10,1,3,10,9,8,8
29,No,Poco_Frecuente,1389,Manufacturacion,21,4,Ciencias,2,Femenino,51,4,3,Director Manufacturacion,1,Divorciado,9980,10195,1,No,11,3,3,10,1,3,10,9,8,8
29,No,Poco_Frecuente,1389,Manufacturacion,21,4,Ciencias,2,Femenino,51,4,3,Director Manufacturacion,1,Divorciado,9980,10195,1,No,11,3,3,10,1,3,10,9,8,8
29,No,Poco_Frecuente,1389,Manufacturacion,21,4,Ciencias,2,Femenino,51,4,3,Director Manufacturacion,1,Divorciado,9980,10195,1,No,11,3,3,10,1,3,10,9,8,8
59,No,Poco_Frecuente,1324,Recursos Humanos,3,3,Medicina,3,Femenino,81,4,1,Recursos Humanos,1,Casado,2670,9964,4,Si,20,4,1,12,3,2,1,0,0,0
59,No,Poco_Frecuente,1324,Recursos Humanos,3,3,Medicina,3,Femenino,81,4,1,Recursos Humanos,1,Casado,2670,9964,4,Si,20,4,1,12,3,2,1,0,0,0
59,No,Poco_Frecuente,1324,Recursos Humanos,3,3,Medicina,3,Femenino,81,4,1,Recursos Humanos,1,Casado,2670,9964,4,Si,20,4,1,12,3,2,1,0,0,0
59,No,Poco_Frecuente,1324,Recursos Humanos,3,3,Medicina,3,Femenino,81,4,1,Recursos Humanos,1,Casado,2670,9964,4,Si,20,4,1,12,3,2,1,0,0,0
59,No,Poco_Frecuente,1324,Recursos Humanos,3,3,Medicina,3,Femenino,81,4,1,Recursos Humanos,1,Casado,2670,9964,4,Si,20,4,1,12,3,2,1,0,0,0
50,No,Viaje_Frecuente,1115,Investigacion & Desarrollo,1,3,Ciencias,1,Femenino,73,3,5,Director de Investigacion,2,Casado,18172,9755,3,Si,19,3,1,28,1,2,8,3,0,7
50,No,Viaje_Frecuente,1115,Investigacion & Desarrollo,1,3,Ciencias,1,Femenino,73,3,5,Director de Investigacion,2,Casado,18172,9755,3,Si,19,3,1,28,1,2,8,3,0,7
50,No,Viaje_Frecuente,1115,Investigacion & Desarrollo,1,3,Ciencias,1,Femenino,73,3,5,Director de Investigacion,2,Casado,18172,9755,3,Si,19,3,1,28,1,2,8,3,0,7
50,No,Viaje_Frecuente,1115,Investigacion & Desarrollo,1,3,Ciencias,1,Femenino,73,3,5,Director de Investigacion,2,Casado,18172,9755,3,Si,19,3,1,28,1,2,8,3,0,7
50,No,Viaje_Frecuente,1115,Investigacion & Desarrollo,1,3,Ciencias,1,Femenino,73,3,5,Director de Investigacion,2,Casado,18172,9755,3,Si,19,3,1,28,1,2,8,3,0,7
35,No,Poco_Frecuente,890,Ventas,2,3,Marketing,4,Femenino,97,3,1,Representante Ventas,4,Casado,2014,9687,1,No,13,3,1,2,3,3,2,2,2,2
35,No,Poco_Frecuente,890,Ventas,2,3,Marketing,4,Femenino,97,3,1,Representante Ventas,4,Casado,2014,9687,1,No,13,3,1,2,3,3,2,2,2,2
35,No,Poco_Frecuente,890,Ventas,2,3,Marketing,4,Femenino,97,3,1,Representante Ventas,4,Casado,2014,9687,1,No,13,3,1,2,3,3,2,2,2,2
35,No,Poco_Frecuente,890,Ventas,2,3,Marketing,4,Femenino,97,3,1,Representante Ventas,4,Casado,2014,9687,1,No,13,3,1,2,3,3,2,2,2,2
